"PROJECTS FILE"
"Area Code","Formtn Code","Pool Seq","Project Code","Project Name","Project Type","Proj Revns Num","Proj Doa","Proj Dga","Proj Eff Date","Proj Apprvl Date","Proj Term Date","Proj Area","PE Num"
"2000","4535","A","05","PRIMEWEST PROJECT #2","PMWF","1","235.8","","19650401","19640722","","Twp 85 Rge 14 - S/2 & NE/4 Section 12, SE/4 Section 13.","0002"
"8160","4100","A","02","PROGRESS PROJECT","GEPG","1","","","20030917","20030917","","94-B-16 Block J - Units 58, 59, 68, 69, 80, 90, 100                 Block K - Units 71, 81, 91-93 94-G-1 Block B - Unit 10               Block C - Unit 1-3, 12-15 and 22-25.","1065"
"0400","4800","G","05","ENCAL PROJECT #1","PMWF","2","232.2","","19920801","19981015","20170831","94-H-2 Block K - Units 12 - 14, 22 - 24, 33 and 34.","0194"
"1000","4100","A","02","PETRO-CAN PROJECT","GEPG","","","","19690901","19690901","","94-G-1 Block C - Units 72-75, 82-85, 94-97            Block F - Units 4-7, 16, 17, 26, 27, 36-39, 46-49, 56-59, 66-69, 78, 79, 88, 89.","0122"
"1350","4100","A","02","NUVISTA PROJECT","CONC","2","61.1","840","20011221","20011221","","NTS 94-H-05  Block J  Units 54-57, 64-67, 74-79, 84-89, 92-99 NTS 94-H-12  Block B  Units 2-9, 14-20, 24-30, 36-40, 46-50  NTS 94-H-12  Block C  Units 11, 21, 31 and 41.  ","0404"
"1400","2900","A","04","SUNCOR PROJECT #2","GEPG","","","","20050613","20050613","","Twp 88 Rge 24 W6M - section 18","1211"
"1400","4900","A","02","SUNCOR PROJECT","CONC","","10","15","20020402","20020402","","94-A-12 Block K - Fractional Unit 8","0409"
"1400","7400","B","02","SUNCOR PROJECT","CONC","5","165","224","19630403","20000413","","94-A-13 Block D - Units 13 - 15, 24, 25, 34 - 36, 44 - 47, 54 - 57, 64 and 65.","0272"
"2000","4800","M","02","KXL PROJECT #1","CONC","2","84.1","27.2","20110111","20110111","","DLS Twn 86 Rge 13 W6M  W/2 Fractional Section 16 DLS Twn 86 Rge 13 W6M  NE/4 Section 17 DLS Twn 86 Rge 13 W6M  Section 20 DLS Twn 86 Rge 13 W6M  W/2 Fractional Section 21. ","1597"
"2000","4800"," ","06","IMPERIAL PROJECT","CONC","3","35.9","43","19990525","19990525","","Twp 85 Rge 14 - S/2 Section 25 Twp 85 Rge 13 - Section 30.","0321"
"2000","6200","L","02","CNRL PROJECT","CONC","","30","60","19980408","19970924","","Twp 84 Rge 13 - Sect 6.","0275"
"2000","6300","A","02","NEWPORT PROJECT","CONC","","10.9","25","19980714","19980714","","Twp 85 Rge 14 - NW/4 Sect 14.","0301"
"2400","4805","D","07","CNRL PROJECT","CONC","6","","284","19950530","19950530","","94-A-11 Block I - Units 92-94  94-A-14 Block A - Units 2-5, 12-15, 22-25, 32-35, 42-45.","0222"
"2400","4805","K","18","RIGEL PROJECT","CONC","","123.4","148.1","19990927","19990927","","94-A-11 Block I - Units 37 & 47.","0341"
"2820","4800","B","03","CNRL PROJECT","CONC","","7.9","7","19790420","19790420","","94-A-16 Block F - Units 75, 76, 85 and 86.","0132"
"2860","4100","A","02","TALISMAN UNIT #1","GEPG","","","1578.5","19791128","19791128","","93-P-3 Block F - Units 20, 30, 40, 50               Block E- Units 11-13, 21-23, 31-37, 41-47, 52-59, 62-69, 72-80, 82-90, 96-100               Block L- Units 6-10, 18-20, 28-30, 40, 50 93-P-4 Block H- Units 71, 81, 91, 92, 93               Block I- Units 1-3, 11-15,  21-25, 31-35,41-45, 52-57, 62-67.","0112"
"2865","4060","D","02","SHELL PROJECT","GEPG","","","","19931215","19931215","","93-P-4 Block G - Units 72-75, 82-85, 92-95               Block J - Units 2-5.","0204"
"2920","4900","I","02","BAYTEX PROJECT","CONC","","","200","20050818","20050818","","Twp 87 Rge 22 W6M - NE/4 Sect 28.","1217"
"2920","4900","N","02","BAYTEX PROJECT","CONC","","","","20070606","20070606","","Twp 87 Rge 22 W6M - NW/4 section 34.","1367"
"3300","4800","C","02","APACHE PROJECT","CONC","2","","30","20000406","20000523","","94-A-9 Block K - Units 98-100               Block L - Unit 91 94-A-16 Block C - Units 8-10, 20, 30                 Block D - Units 1, 11, 21.","0358"
"3340","1420","A","02","CANHUNTER PROJECT","GEPG","","","","19871013","19871013","","93-P-8 Block A - Units 11-100               Block B - Units 11, 21, 31, 41, 51, 61, 71, 81, 91               Block G - Units 1, 11, 21, 31, 41               Block H - Units 1-50.","0066"
"3340","2850","A","02","CANHUNTER PROJECT","GEPG","","","","19871013","19871013","","93-P-8 Block A - Units 1-100              Block B - Units 11, 21, 31, 41, 51, 61, 71, 81, 91              Block G - Units 1, 11, 21, 31, 41              Block H - Units 1-50.","0117"
"3445","6200","C","02","DEVON PROJECT","CONC","","59.1","42.5","20031006","20031006","","Twp 84 Rge 18 - Sect 20.","1072"
"4200","8600","A","02","APACHE PROJECT","GEPG","","","","20040129","20040129","","94-O-9 Block A - units 52-55 and 62-65.","1090"
"4380","4800","A","02","CNRL UNIT #2","GEPG","","","1853.3","19771201","19771201","","93-I-15- Block G - Units 31-33, 41-43, 51-55, 61-65, 71-79, 81-89, 94-99                Block H - Units 16-20, 26-29, 38-40, 48-50, 60, 70, 80, 90                Block J - Units 4-9, 14-19, 24-29. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0055"
"4470","8600","B","02","APACHE PROJECT","GEPG","","","","20040129","20040129","","94-P-4 Block K - units 32-35, 42-45, 52, 53, 62 and 63.","1098"
"4600","4540","A","02","BERKLEY PROJECT","CONC","1","","120","20000524","20000524","","Twp 86 Rge 25 - Sect 34, 35 Twp 87 Rge 25 - Sect 1, 2, 11.",""
"4900","4575","A","09","PEMBINA PROJECT","GEPG","","","120","19970704","19970704","","Twp 88 Rge 23 - Sect 21, 28, Frac Sect 33 94-A-12 Block I - Frac Units 8 and 9.","0266"
"5000","4500"," ","02","ANADARKO PROJECT","OTH","1","","","20050129","20050129","","d-B001-L/94-G-8 (WA# 16299) b-33-L/94-G-8 (WA# 16373)","1175"
"5110","7400","A","02","CANHUNTER PROJECT","GEPG","","","158.2","19790427","19790427","","94-G-2 Block H - Units 12, 13, 22, 23","0065"
"5500","2600","D","02","CNRL PROJECT","GEPG","","","60","20040805","20040805","","94-A-16 Block I - Unit 100             Block J - Unit 91 94-H-1  Block A - Unit 10            Block B - Unit 1.","1142"
"5800","4800","B","02","COASTAL PROJECT","GEPG","","","","20000803","20000803","20061121","94-G-8 Block B - Units 92,93               Block F - Units 71-73, 81-83, 91-93               Block G - Units 2, 3, 11-13, 21-23, 31-37, 41-47, 51-59, 61-69, 76-80, 86-90, 96-100               Block H - Units 20, 30, 40, 50, 60, 70               Block J - Units 6-10, 16-20, 26-30, 36-40, 46-50               Block K - Units 1-3, 11-13, 21-23, 31-33, 41-43, 52-55, 62-65.","0370"
"5860","4900","B","04","VENTURION OIL","PMWF","3","202.8","","20170501","20170501","","DLS  Twp 81 Rge 13 W6M	   SW/4 Section 31    	Twp 81 Rge 14 W6M     E/2 Section 35, and Section 36  	Twp 82 Rge 14 W6M	    SW/4 Section 1 ",""
"5860","4900","D","02","SABRETOOTH PROJECT","CONC","","0","12","20090710","20090710","","Twp 81 Rge 13 Sect 29 - Lsds 4, 5 & fractional Lsds 3, 6.","1502"
"6200","4520","B","02","ENCAL PROJECT","CONC","","","28","19941214","19941214","","Twp 86 Rge 19 - Sect 35","0218"
"6560","5000","A","02","SUNCOR PROJECT","GEPO","","48.7","","19991214","19991214","","Twp 85 Rge 15 - Sect 27.","0346"
"7600","4520","G","02","PENGROWTH PROJECT","PMWF","4","","","19980320","19980306","","Twp 88 Rge 18 - Sec 10, W/2 Sec 14, E/2 & SW/4 Sec 15, SE/4 Sec 22, W/2 & NE/4 Sec 23, Sec 26.","0288"
"7600","4800","C","04","PAVILION GASCAP PROJECT","CONC","1","","22.5","20071221","20071221","","Twp 88 Rge 16 W6M  - SE/4 Sect 32 & Fractional NE/4 Sect 32                                  - SW/4 Sect 33 & Fractional NW/4 Sect 33 94-A-9   Block L - Fractional Units 20 and Units 30, 40, 50 94-A-10 Block I - Fractional Units 11 and Units 21, 31 and 41. ","1400"
"7770","8600","A","02","MOBIL PROJECT","GEPG","","","3851.2","19780601","19780601","","94-I-14 Block C - Units 54-60, 64-70, 74-80, 84-90, 96-100               Block D - Units 51, 61, 71-73, 81-83, 91-93               Block E - Units 1-3, 11-13, 21-23               Block F - Units 6-10, 20, 30.","0033"
"7770","8600","F","02","MOBIL PROJECT","GEPG","","","","19990809","19990809","","94-I-11 Block J - Units 58, 59, 68, 69, 76-80, 86-90               Block K - Units 71 and 81.","0330"
"8100","4100","C","03","LEUCROTTA BALDONNEL C POOL","GEPO","","31.4","","20150813","20150813","","DLS	Twp 87 Rge 21 W6M	   W/2 Section 36    	Twp 88 Rge 21 W6M     SW/4 Section 1 ",""
"8240","2630","A","02","CNRL UNIT #1","GEPG","","","60","19781201","19781201","","94-H-8 Block C - Units 56 - 60, 66 - 70, 76 - 80, 86 - 90               Block D - Units 32 - 37, 42 - 47, 51 - 57, 61 - 67, 71 - 75, 81 - 85, 94, 95               Block E - Units 4, 5, 12 - 15, 22 - 25, 32 - 35, 42 - 45. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.   ","0126"
"8300","4800","I","09","CNRL PROJECT","CONC","","","45","19970801","19970818","","94-A-15 Block J - Units 98 - 100 94-H-2 Block B - Units 8 - 10, 20           Block C - Units 1, 11.","0271"
"8900","4800","C","02","ANDERSON PROJECT","CONC","2","","15.6","19980312","19970820","","94-H-7 Block L - Units 20 & 30.","0269"
"8130","4520","D","04","DUVERNAY PROJECT","PMGI","","","","20061220","20061220","20200928","Twp 81 Rge 18 W6M - Sections 3, 4, and 10","1331"
"2700","2900","E","02","DOMINION PROJECT","CONC","1","10.2","15","20011228","20011228","","94-A-14 Block K - Unit 36 and 37.","0405"
"2000","4540","B","02","BLUE RANGE PROJECT","CONC","","","60","","19970304","","Twp 87 Rge 13 - Section 8","0253"
"0050","8400","A","03","BERKLEY PROJECT","GEPG","","","","19990910","19990910","","94-J-2 Block G Units 14-17, 24-27, 31-37, 41-47, 51-57 and 61-67              Block H Units 40, 50, 60 and 70","0336"
"0050","8400","B","02","BERKLEY PROJECT","GEPG","","","","20010123","20010123","","94-J-2 Block F units 71, 81 and 91              Block G units 76-80, 86-90 and 96-100              Block J units 6-10, 16-20 and 26-30              Block K units 1, 11 and 21","0369"
"0760","4800","H","05","CNRL PROJECT","PMWF","4","","","19970915","19961127","","94-A-15 Block A - Units 38-40, 48-50, 60, 70                 Block B - Units 31,41,51 and 61.","0243"
"0800","4100","A","02","PETRO-CAN PROJECT","GEPG","","","","19690901","19690901","","94-G-1 Block B - Units 12-15, 22-25, 34-37, 44-47, 54-59, 64-69, 76-79, 86-89, 98-100             Block C - Unit  91            Block F - Units 1, 11-13, 21-23, 31-33, 41-43, 52-55, 62-65, 72-75, 82-85, 94-97                                                                  Block G - Units 8-10, 18-20, 28-30, 40, 50            Block K - Units 4-7, 16-19, 26-29, 36-40, 46-50, 58-60, 68-70, 80, 90            Block L - Units 31, 41, 51, 61, 71-73, 81-83, 92-95 94-G-8 Block D - Units 2-5, 14-17, 24-27.","0105"
"1400","2900","B","02","SUNCOR PROJECT","GEPG","","","","19991102","19991102","","94-A-13 Block C - Units 16-19, 26-29, 36-40, 46-50, 58-60, 68-70                 Block D Units 12-15, 22-25, 31-37, 41-47, 51-57, 61-67, 72-77, 82-87, 92-97                 Block E Units 2-7.","0345"
"2000","4535","A","03","ESSO UNIT #2","PMWF","7","3610.9","","19640801","19640801","","Twp 85 Rge 13 - N/2 Section 18, Sections 19, 30, 31, NW/4 Section 20, W/2 Section 29 Twp 85 Rge 14 - N/2 Sections 13, 21, 22, Sections 23-25, 27, 28, 36, S/2 Sections 33, 34 Twp 86 Rge 13 - NW/4 Section 5, Sections 6, 7, 18, 19, W/2 Sections 8, 17, S/2 Section 30 Twp 86 Rge 14 - Sections 1, 12, 13, 24, SE/4 Section 25.","0019"
"2000","4800"," ","04","PETRO-CANADA PROJECT","CONC","1","24.5","34.4","19840321","19891206","","Twp 85 Rge 14 - Section 24","0110"
"2020","4800","T","02","VENTURION OIL","CONC","1","","15","","20171124","","DLS Twp 88 Rge 14 W6M S/2 of Section 12",""
"2020","4900","A","02","CNRL PROJECT","CONC","2","75","100","19980220","20010305","","Twp 87 Rge 14 - Sections 9 and 10.","0287"
"2100","4700","G","02","CANHUNTER BRASSEY PROJECT","PMGI","12","","","19890801","19890629","20030731","93-P-10 Block B - Units 80, 89, 90                 Block C - Units 61-63, 71-73, 81-83, 91-95                 Block F - Units 2-4, 12-15, 22-25, 33-36, 43-46, 53-59 Twp 76 Rge 19 - Sect 35 Partial Lsds 15 & 16                                  Sect 36 Partial Lsds 13-16 Twp 77 Rge 19 - Sect 1, E/2 Sect 2, E/2 Sect 11, Sect 12.",""
"2200","4100","A","02","DEVON PROJECT","GEPG","1","","","19671101","19671102","","94-G-1: Block I - units 12-15, 22-25, 32-37, 42-47, 54-59, 64-69, 76-79, 86-89, 98, 99 94-G-8 Block A ' units 8 and 9.    ","0143"
"2400","2900","C","03","BONAVISTA PROJECT","CONC","","0","0","20100531","20100531","","94-A-11  Block J -  Units 56, 57, 66, 67, 76, 77, 86 and 87.","1543"
"2400","4805","C","06","TALISMAN PROJECT","CONC","","","71","20000502","20000502","","94-A-11 Block I - Units 73 & 74.","0356"
"2400","4805","O","14","CNRL PROJECT","CONC","2","","106.3","19970501","19980326","","94-A-14 Block A - Units 43 - 45, 54 and 55.","0293"
"2920","4540","A","02","DOMINION PROJECT","CONC","","","120","20040331","20040331","","Twp 88 Rge 22 - sect 3, 10, 16, 20-22, 27-29 and frac sect 32-34 94-A-11 Block L - frac Units 4-9 and units 14, 15, 24 and 25.","1114"
"2920","4900","CC","02","ARTEK PROJECT","CONC","","0","120","20111108","20111108","","DLS Twp 87 Rge 23 W6M - W/2 Sect 36.","1659"
"2960","4580","A","03","SCURRY PROJECT #1","CONC","","6.7","5.6","19830311","19830311","","Twp 84 Rge 18 - Sect 14","0075"
"2960","4580","C","08","NCE PROJECT","CONC","","7","7.9","19800619","19800619","","Twp 84 Rge 17 - S/2 & NE/4 Sect 7.","0058"
"2990","4100","A","02","UPRI PROJECT","GEPG","","","","19990205","19990205","","94-B-9 Block L - Units 18 - 20, 28 - 30, 36 - 40, 46 - 50, 56 - 59, 66 - 69, 76 - 79, 86 - 89 94-B-10 Block I - Units 11, 21, 31, 41.","0313"
"3426","4040","F","02","CNRL PROJECT","CONC","","30","35","19980312","19980312","","94-A-16 Block B - Unit 83","0289"
"3440","6250"," ","02","HOME EAST EAGLE UNIT #1","PMWF","10","672.5","","19851119","19851119","","Twp 84 Rge 18   Sect 14, All  E/2 Sect 15 (1,2,7,8,9,10,15,16),   NE/4 Sect 21,(9,10,15,16)   Sect 22,  All  SW/4 & N/2 Sect 23, (3,4,5,6,9,10,11,12,13,14,15,16)  Sect 25, 26, 27, ALL  SE/4 Sect 28, (1,2,7,8)  Sect 34, 35 All   W/2 Sect 36 (1,2,7,8,9,10,15,16)","0016"
"3445","6200","A","03","SCURRY WEST EAGLE UNIT #1","PMWF","8","1572.3","","19800715","19800715","","Twp 84 Rge 18 - S/2 & NW/4 Sect 19, NE/4 Sect 29, Sect 30, 31, 32, N/2 & SW /4 Sect 33 Twp 84 Rge 19 - N/2 Sect 24, NE/4 Sect 23, Sect 25, 36, E/2 Sect 26, 35 Twp 85 Rge 18 - W/2 Sect 4, Sect 5-7, SW/4 Section 8 Twp 85 Rge 19 - Sect 1,2,11,12, S/2 Sect 14.","0017"
"3540","2900","H","02","CNRL PROJECT","GEPG","","","","20030212","20030212","","94-A-13 Block G - Units 12, 13, 22, 23.","1029"
"3580","4520","C","02","PROGRESS PROJECT","CONC","","40","16","20030624","20030624","","Twp 85 Rge 17 - NE/4 Sect 3 & SE/4 Sect 10.","1049"
"4380","2900","A","02","CNRL UNIT #1","GEPG","","","518.7","19771201","19771201","","93-I-15 Block G - Units 11, 21, 31-33, 41-43, 51-55, 61-65, 71-79, 81-89, 94-99               Block H - Units 16-20, 26-30, 38-40, 48-50, 60, 70, 80, 90               Block J - Units 4-9, 14-19, 24-29. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0096"
"4380","4800","B","02","CNRL UNIT #2","GEPG","","","","19771201","19771201","","93-I-15- Block G - Units 31-33, 41-43, 51-55, 61-65, 71-79, 81-89, 94-99                Block H - Units 16-20, 26-29, 38-40, 48-50, 60, 70, 80, 90                Block J - Units 4-9, 14-19, 24-29. Note: The area description is that of the named Unit agreement at the time of GEP approval, and may now vary.","0159"
"4390","4520","A","02","DUVERNAY PROJECT","CONC","2","","20","20021015","20021015","","Twp 78 Rge 19 -NE/4 sec 32 and NW/4 sec 33 Twp 79 Rge 19 - SW/4 & N/2 sec 3, SE/4 sec 4 and S/2 & NE/4 sec 10.","1016"
"4600","7400","A","03","BERKLEY PROJECT","PMWF","","451.2","","20000628","20000628","20170831","Twp 86 Rge 25 - E/2 Sect 34 Twp 87 Rge 25 - W/2 Sect 1, NE/4 Sect 2, E/2 and NW/4 Sect 11.","0361"
"5540","2900","B","02","PEACE PROJECT","CONC","1","64","50","19901024","19901227","","Twp 87 Rge 15 - Sect 20, 28, SE/4 Sect 29, S/2 Sect 33.","0176"
"6430","2200","J","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6430","2200","K","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6430","2505","D","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6430","2625","D","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"6460","4100","C","02","ENCO PROJECT","GEPG","","","","20040824","20040824","","Twp 86 Rge 18 - Sect 29.","1143"
"6460","4100","C","05","SAMSON PROJECT","GEPG","1","","","20040211","20040211","","Twp 86 Rge 18 W6M - sect 30, 31 Twp 86 Rge 19 W6M - sect 25 Twp 87 Rge 18 W6M - sect 4","1096"
"6800","4800","N","13","CNRL PROJECT","CONC","1","","60","20021203","20021203","","94-A-15 Block I - Units 51, 61 94-A-16 Block L - Units 60, 70","1020"
"6800","4800"," ","03","CNRL UNIT #2","PMWF","8","1307.7","","19661001","19661001","","94-A-16 Block C - Units 58, 59, 60, 68-70, 78-80, 88-90, 98-100              Block D - Units 62, 63, 71-73, 81-83, 91-93              Block E - Units 1-3, 11-13, 22-26, 33-35, 43, 45, 46              Block F - Units 9 and 10.","0020"
"7000","4800","A","03","CNRL PROJECT","PMWF","5","","","19971012","19970121","","94-A-15 Block G - Units 22, 23, 32, 33, 42 - 44, 53, 54, 63 - 65.  Amendment Apr. 11, 2013 - added unit 63.","0252"
